Feature	MeanSHAP	Group
cd_prop_MEIS3_10.0	0.00116165946938218	Sig50
cd_MEOX1_8.0	0.000161690283681077	Sig90
cd_prop_MEOX1_8.0	0.000233425435795126	Sig80
cd_MEOX1_10.0	0.000172618462983205	Sig80
cd_prop_MEOX1_10.0	0.000155397584401019	Sig90
cd_MEOX2_8.0	0.00019337281735683	Sig80
cd_prop_MEOX2_8.0	0.000169815696892277	Sig90
cd_MEOX2_10.0	0.00058602124260433	Sig60
cd_prop_MEOX2_10.0	0.000267475174421907	Sig80
cd_MGA_8.0	0.000115944952463296	Sig90
cd_prop_MGA_8.0	0.000268704624052307	Sig80
cd_MGA_10.0	4.4006307565663e-05	Other
cd_prop_MGA_10.0	6.20985335039016e-06	Other
cd_MGA::EVX1_8.0	0.000393005878369238	Sig70
cd_prop_MGA::EVX1_8.0	0.000914111988770962	Sig50
cd_MGA::EVX1_10.0	0.000191894958708478	Sig80
cd_prop_MGA::EVX1_10.0	0.000612852438822445	Sig60
cd_MITF_8.0	0.000168867112622683	Sig90
cd_prop_MITF_8.0	0.000206361615697944	Sig80
cd_MITF_10.0	0.000153211455081661	Sig90
cd_prop_MITF_10.0	0.000164149834109099	Sig90
cd_MLX_8.0	9.98307272886996e-05	Sig90
cd_prop_MLX_8.0	5.23912564654528e-05	Other
cd_MLX_10.0	9.94090790759987e-05	Sig90
cd_prop_MLX_10.0	0.000105763654891756	Sig90
cd_MLXIPL_8.0	0.000144068168093049	Sig90
cd_prop_MLXIPL_8.0	0.000217023821217352	Sig80
cd_MLXIPL_10.0	0.000161406573581523	Sig90
cd_prop_MLXIPL_10.0	0.000156983677004314	Sig90
cd_MSANTD3_8.0	0.000142749001923593	Sig90
cd_prop_MSANTD3_8.0	0.000559292315713143	Sig60
cd_MSANTD3_10.0	0.000231958887933435	Sig80
cd_prop_MSANTD3_10.0	0.000532819669359657	Sig60
cd_MSC_8.0	0.000245982246000945	Sig80
cd_prop_MSC_8.0	0.000325478536752094	Sig70
cd_MSC_10.0	0.000587244241439016	Sig60
cd_prop_MSC_10.0	0.000417924528202947	Sig70
cd_MTF1_8.0	6.3321398411394e-06	Other
cd_prop_MTF1_8.0	2.24660862156792e-05	Other
cd_MTF1_10.0	3.72355994575683e-05	Other
cd_prop_MTF1_10.0	8.87020262521573e-05	Sig90
cd_MYBL1_8.0	0.000116758433680271	Sig90
cd_prop_MYBL1_8.0	0.000109010493904087	Sig90
cd_MYBL1_10.0	1.0350498852812e-05	Other
cd_prop_MYBL1_10.0	6.14204201799356e-05	Other
cd_MYBL2_8.0	0	Other
cd_prop_MYBL2_8.0	0	Other
cd_MYBL2_10.0	0	Other
cd_prop_MYBL2_10.0	0	Other
cd_MYC_8.0	7.98395802075983e-05	Sig90
cd_prop_MYC_8.0	6.77852456545853e-05	Other
cd_MYC_10.0	0.000258727544562147	Sig80
cd_prop_MYC_10.0	0.000138980408760148	Sig90
cd_MYCN_8.0	0.000134173538584426	Sig90
cd_prop_MYCN_8.0	6.90635215345289e-05	Other
cd_MYCN_10.0	0.000138954315531524	Sig90
cd_prop_MYCN_10.0	8.75179817485282e-05	Sig90
cd_MYF5_8.0	0.000113345414099401	Sig90
cd_prop_MYF5_8.0	5.20424427716895e-05	Other
cd_MYF5_10.0	0.000209776334931488	Sig80
cd_prop_MYF5_10.0	0.000140114928685143	Sig90
cd_MYF6_8.0	0.000723710718580506	Sig60
cd_prop_MYF6_8.0	0.0006462573431593	Sig60
cd_MYF6_10.0	0.000210210820311545	Sig80
cd_prop_MYF6_10.0	9.53647367993574e-05	Sig90
cd_MYOD1_8.0	3.57867071270999e-05	Other
cd_prop_MYOD1_8.0	0.00044880409434122	Sig70
cd_MYOD1_10.0	0.000443682980172245	Sig70
cd_prop_MYOD1_10.0	0.000515867803044909	Sig60
cd_MYOG_8.0	0.000580466429869272	Sig60
cd_prop_MYOG_8.0	0.000999696176911113	Sig50
cd_MYOG_10.0	0.00018620910597967	Sig80
cd_prop_MYOG_10.0	0.000394122339730223	Sig70
cd_MZF1_8.0	0.000195073265499998	Sig80
cd_prop_MZF1_8.0	0.000330115223179528	Sig70
cd_MZF1_10.0	0.000594383547686455	Sig60
cd_prop_MZF1_10.0	0.000131827348909022	Sig90
cd_NEUROD1_8.0	6.84734851599824e-05	Other
cd_prop_NEUROD1_8.0	0.000241949546712327	Sig80
cd_NEUROD1_10.0	0.00036327564261879	Sig70
cd_prop_NEUROD1_10.0	0.000458024990038465	Sig70
cd_NEUROG1_8.0	0.000225825866770182	Sig80
cd_prop_NEUROG1_8.0	0.000225699538046173	Sig80
cd_NEUROG1_10.0	0.000120244974250611	Sig90
cd_prop_NEUROG1_10.0	0.000959662086686633	Sig50
cd_NEUROG2_8.0	0.000244791744610564	Sig80
cd_prop_NEUROG2_8.0	0.00143325607467404	Sig50
cd_NEUROG2_10.0	0.000548770273701535	Sig60
cd_prop_NEUROG2_10.0	0.000906938497495138	Sig50
cd_NFATC4_8.0	0.000356868892373125	Sig70
cd_prop_NFATC4_8.0	1.18788907251849e-05	Other
cd_NFATC4_10.0	0.000375171155960767	Sig70
cd_prop_NFATC4_10.0	3.30033829125642e-05	Other
cd_NFE2_8.0	0.000874816737943627	Sig50
cd_prop_NFE2_8.0	0.000916224610518644	Sig50
cd_NFE2_10.0	0.00115498340088977	Sig50
cd_prop_NFE2_10.0	0.00116334959368796	Sig50
cd_NFIB_8.0	0.000147980893211576	Sig90
cd_prop_NFIB_8.0	0.000398435305704085	Sig70
cd_NFIB_10.0	1.57740817822709e-05	Other
cd_prop_NFIB_10.0	1.11035052498784e-06	Other
cd_NFIC_8.0	0.000676835742058772	Sig60
cd_prop_NFIC_8.0	0.000507235876515111	Sig60
cd_NFIC_10.0	0.000887653092602587	Sig50
cd_prop_NFIC_10.0	0.000463444224103992	Sig70
cd_NFIC::TLX1_8.0	4.03966030653722e-05	Other
cd_prop_NFIC::TLX1_8.0	0.000355200345891645	Sig70
cd_NFIC::TLX1_10.0	0.00202306141079123	Sig30
cd_prop_NFIC::TLX1_10.0	0.00125131904024717	Sig50
cd_NFIL3_8.0	3.71693602692469e-05	Other
cd_prop_NFIL3_8.0	6.53138037813043e-05	Other
cd_NFIL3_10.0	2.99510683817872e-05	Other
cd_prop_NFIL3_10.0	3.60777233054931e-05	Other
cd_NFIX_8.0	0.000393080437160434	Sig70
cd_prop_NFIX_8.0	0.000356909108650147	Sig70
cd_NFIX_10.0	0.000111113404252881	Sig90
cd_prop_NFIX_10.0	0.000123852042908442	Sig90
cd_NFKB1_8.0	0.00100421804850259	Sig50
cd_prop_NFKB1_8.0	0.000880240703989938	Sig50
cd_NFKB1_10.0	0	Other
cd_prop_NFKB1_10.0	0	Other
cd_NFKB2_8.0	0.00025953499131402	Sig80
cd_prop_NFKB2_8.0	0.000299264146186593	Sig80
cd_NFKB2_10.0	2.6486887066972e-05	Other
cd_prop_NFKB2_10.0	7.73618788347548e-05	Sig90
cd_NFYA_8.0	0.0007011847092265	Sig60
cd_prop_NFYA_8.0	0.00120169567834707	Sig50
cd_NFYA_10.0	0.00063851789082442	Sig60
cd_prop_NFYA_10.0	0.000976491769322261	Sig50
cd_NFYB_8.0	0.000674752291099379	Sig60
cd_prop_NFYB_8.0	7.61323911313113e-05	Sig90
cd_NFYB_10.0	0.00101930255970109	Sig50
cd_prop_NFYB_10.0	0.000609350480101626	Sig60
cd_NFYC_8.0	0.000616045457252963	Sig60
cd_prop_NFYC_8.0	0.000708580603604946	Sig60
cd_NFYC_10.0	0.000277145509035697	Sig80
cd_prop_NFYC_10.0	0.000548177291249023	Sig60
cd_NHLH1_8.0	0.000187605039635145	Sig80
cd_prop_NHLH1_8.0	0.000272137711284852	Sig80
cd_NHLH1_10.0	7.25225438135124e-05	Sig90
cd_prop_NHLH1_10.0	4.11769920530065e-05	Other
cd_NHLH2_8.0	0.00043620561943988	Sig70
cd_prop_NHLH2_8.0	0.00076622195084129	Sig50
cd_NHLH2_10.0	0.000858471202121774	Sig50
cd_prop_NHLH2_10.0	0.000824616113227546	Sig50
cd_NKX2-2_8.0	0.000160146683448426	Sig90
cd_prop_NKX2-2_8.0	0.000463546011756473	Sig70
cd_NKX2-2_10.0	0.000252568925066886	Sig80
cd_prop_NKX2-2_10.0	0.000234794412866343	Sig80
cd_NKX2-3_8.0	0.000141459660601875	Sig90
cd_prop_NKX2-3_8.0	0.000287193210820792	Sig80
cd_NKX2-3_10.0	0.000318037023378902	Sig70
cd_prop_NKX2-3_10.0	0.00020984164891061	Sig80
cd_NKX2-4_8.0	0.000210871014424679	Sig80
cd_prop_NKX2-4_8.0	0.000744333830325899	Sig60
cd_NKX2-4_10.0	0.000702348475834765	Sig60
cd_prop_NKX2-4_10.0	0.00060619675964129	Sig60
cd_NKX2-5_8.0	6.38410457881943e-05	Other
cd_prop_NKX2-5_8.0	6.56412797818611e-06	Other
cd_NKX2-5_10.0	4.66676788604904e-05	Other
cd_prop_NKX2-5_10.0	1.4710966641536e-05	Other
cd_NKX2-8_8.0	0.000319449698384541	Sig70
cd_prop_NKX2-8_8.0	0.00105094637702501	Sig50
cd_NKX2-8_10.0	0.000308319305120793	Sig70
cd_prop_NKX2-8_10.0	0.000509126240587095	Sig60
cd_NKX6-1_8.0	0.00033428904470261	Sig70
cd_prop_NKX6-1_8.0	8.31604016362851e-05	Sig90
cd_NKX6-1_10.0	0.000267958470722496	Sig80
cd_prop_NKX6-1_10.0	4.3659624817986e-05	Other
cd_NKX6-3_8.0	0.000868225644704506	Sig50
cd_prop_NKX6-3_8.0	0.000548644176741778	Sig60
cd_NKX6-3_10.0	0.000556992205671647	Sig60
cd_prop_NKX6-3_10.0	0.000386000554813126	Sig70
cd_NOTO_8.0	0.000118996358479715	Sig90
cd_prop_NOTO_8.0	0.000102958234850074	Sig90
cd_NOTO_10.0	7.25910023288647e-05	Sig90
cd_prop_NOTO_10.0	0.000187711069715639	Sig80
cd_NR1D1_8.0	0.000282713554614962	Sig80
cd_prop_NR1D1_8.0	0.0001449190057812	Sig90
cd_NR1D1_10.0	1.91088931870758e-05	Other
cd_prop_NR1D1_10.0	1.56347427179989e-05	Other
cd_NR1D2_8.0	6.00257494067598e-05	Other
cd_prop_NR1D2_8.0	5.15460472197598e-05	Other
cd_NR1D2_10.0	0	Other
cd_prop_NR1D2_10.0	0	Other
cd_NR1H2::RXRA_8.0	0.000841370198649153	Sig50
cd_prop_NR1H2::RXRA_8.0	0.000703614384829068	Sig60
cd_NR1H2::RXRA_10.0	0	Other
cd_prop_NR1H2::RXRA_10.0	0	Other
cd_NR1H4::RXRA_8.0	0.000348520965995494	Sig70
cd_prop_NR1H4::RXRA_8.0	0.000228789910027758	Sig80
cd_NR1H4::RXRA_10.0	0.000220352563557707	Sig80
cd_prop_NR1H4::RXRA_10.0	0.000323974007803701	Sig70
cd_NR1I2_8.0	0.000451281658396035	Sig70
cd_prop_NR1I2_8.0	0.000146320674662349	Sig90
cd_NR1I2_10.0	0.0006077670381258	Sig60
cd_prop_NR1I2_10.0	0.000745801736942772	Sig60
cd_NR1I3_8.0	6.23469044862783e-05	Other
cd_prop_NR1I3_8.0	0.000236941051354367	Sig80
cd_NR1I3_10.0	0.000212923840369777	Sig80
cd_prop_NR1I3_10.0	0.000141004607974922	Sig90
cd_NR2C2_8.0	0.00030626693522253	Sig70
cd_prop_NR2C2_8.0	0.000382872265019297	Sig70
cd_NR2C2_10.0	0.000218934678277585	Sig80
cd_prop_NR2C2_10.0	0.000510689564685666	Sig60
cd_NR2F1_8.0	0.000325734814966791	Sig70
cd_prop_NR2F1_8.0	0.00019880953314336	Sig80
cd_NR2F1_10.0	0.000614627047242133	Sig60
cd_prop_NR2F1_10.0	0.000519954445776023	Sig60
cd_NR2F2_8.0	9.99249251090009e-05	Sig90
cd_prop_NR2F2_8.0	0.000711268208339732	Sig60
cd_NR2F2_10.0	9.30021399519364e-05	Sig90
cd_prop_NR2F2_10.0	0.000296921748873164	Sig80
cd_NR2F6_8.0	1.98963792707973e-05	Other
cd_prop_NR2F6_8.0	0.000121506805714108	Sig90
cd_NR2F6_10.0	8.09983915327846e-05	Sig90
cd_prop_NR2F6_10.0	1.24304592432327e-05	Other
cd_NR3C1_8.0	2.18428091427717e-05	Other
cd_prop_NR3C1_8.0	2.02326536780656e-05	Other
cd_NR3C1_10.0	1.47757231657943e-05	Other
cd_prop_NR3C1_10.0	1.50682779822545e-05	Other
cd_NR3C2_8.0	9.44108709436191e-05	Sig90
cd_prop_NR3C2_8.0	2.1894202138037e-05	Other
cd_NR3C2_10.0	4.79432775800028e-05	Other
cd_prop_NR3C2_10.0	8.88223053913679e-05	Sig90
cd_NR4A1_8.0	0.000662129230603242	Sig60
cd_prop_NR4A1_8.0	0.000350222218250866	Sig70
cd_NR4A1_10.0	0.000129295786032869	Sig90
cd_prop_NR4A1_10.0	0.000301131954918228	Sig80
cd_NR4A2_8.0	8.39464872999155e-05	Sig90
cd_prop_NR4A2_8.0	0.000306203871069225	Sig70
cd_NR4A2_10.0	0.000203877968321463	Sig80
cd_prop_NR4A2_10.0	0.000191696900717213	Sig80
cd_NR4A2::RXRA_8.0	0.000751239860581707	Sig60
cd_prop_NR4A2::RXRA_8.0	0.000356639384898099	Sig70
cd_NR4A2::RXRA_10.0	0.000605825131631219	Sig60
cd_prop_NR4A2::RXRA_10.0	0.000434108033143735	Sig70
cd_NR6A1_8.0	0.000145499849206577	Sig90
cd_prop_NR6A1_8.0	9.04110095792464e-05	Sig90
cd_NR6A1_10.0	0.000235522064869804	Sig80
cd_prop_NR6A1_10.0	0.000143003767834319	Sig90
cd_NRL_8.0	0.000820741297282053	Sig50
cd_prop_NRL_8.0	0.000370903526400982	Sig70
cd_NRL_10.0	0.000405284852941592	Sig70
cd_prop_NRL_10.0	0.000304574998411791	Sig70
cd_OLIG1_8.0	0.000609480180143262	Sig60
cd_prop_OLIG1_8.0	0.000483693323688569	Sig70
cd_OLIG1_10.0	0.000563373787698298	Sig60
cd_prop_OLIG1_10.0	0.000768505187958695	Sig50
cd_OLIG2_8.0	0.000311935629035206	Sig70
cd_prop_OLIG2_8.0	0.000502896023668706	Sig60
cd_OLIG2_10.0	0.000544304182716721	Sig60
cd_prop_OLIG2_10.0	0.000108710976229282	Sig90
cd_OLIG3_8.0	0.000134416667253753	Sig90
cd_prop_OLIG3_8.0	0.000197661907577685	Sig80
cd_OLIG3_10.0	0.000857073988760959	Sig50
cd_prop_OLIG3_10.0	0.000338372526022215	Sig70
cd_ONECUT1_8.0	0.000614452625813074	Sig60
cd_prop_ONECUT1_8.0	0.000457767175477001	Sig70
cd_ONECUT1_10.0	0.00047545325467707	Sig70
cd_prop_ONECUT1_10.0	0.000292858427740601	Sig80
cd_ONECUT2_8.0	3.49753863694857e-05	Other
cd_prop_ONECUT2_8.0	2.01429906848115e-05	Other
cd_ONECUT2_10.0	5.09348251390372e-05	Other
cd_prop_ONECUT2_10.0	3.72728656414453e-05	Other
cd_ONECUT3_8.0	0.000395869402213086	Sig70
cd_prop_ONECUT3_8.0	0.000278827122477044	Sig80
cd_ONECUT3_10.0	2.82203467630306e-05	Other
cd_prop_ONECUT3_10.0	8.67228029057115e-06	Other
cd_OSR1_8.0	0.000676852860840771	Sig60
cd_prop_OSR1_8.0	0.000835837560041243	Sig50
cd_OSR1_10.0	0.000771129675978984	Sig50
cd_prop_OSR1_10.0	0.000856413295056566	Sig50
cd_OSR2_8.0	0.000568288657858073	Sig60
cd_prop_OSR2_8.0	0.000926123946414665	Sig50
cd_OSR2_10.0	0.000563859055928949	Sig60
cd_prop_OSR2_10.0	0.000600182233152977	Sig60
cd_OTX2_8.0	0.000197473323585755	Sig80
cd_prop_OTX2_8.0	0.000163921253176621	Sig90
cd_OTX2_10.0	0.000208077476463649	Sig80
cd_prop_OTX2_10.0	0.000116242689936871	Sig90
cd_OVOL1_8.0	3.7911062690144e-05	Other
cd_prop_OVOL1_8.0	5.09759014633581e-05	Other
cd_OVOL1_10.0	0	Other
cd_prop_OVOL1_10.0	0	Other
cd_OVOL2_8.0	0	Other
cd_prop_OVOL2_8.0	0	Other
cd_OVOL2_10.0	0	Other
cd_prop_OVOL2_10.0	0	Other
cd_PATZ1_8.0	0.000277279877383041	Sig80
cd_prop_PATZ1_8.0	0.000233899119577221	Sig80
cd_PATZ1_10.0	0.000471140310270248	Sig70
cd_prop_PATZ1_10.0	5.40226237517485e-05	Other
cd_PAX1_8.0	1.94201161422737e-05	Other
cd_prop_PAX1_8.0	3.49769321177874e-05	Other
cd_PAX1_10.0	2.58871920629642e-05	Other
cd_prop_PAX1_10.0	2.99855987018442e-05	Other
cd_PAX2_8.0	8.15374540985162e-05	Sig90
cd_prop_PAX2_8.0	7.4680894613266e-05	Sig90
cd_PAX2_10.0	5.95805384801576e-05	Other
cd_prop_PAX2_10.0	2.78260193619074e-05	Other
cd_PAX3_8.0	0.000471282489696021	Sig70
cd_prop_PAX3_8.0	0.000492352331687111	Sig70
cd_PAX3_10.0	0.000331106626626125	Sig70
cd_prop_PAX3_10.0	0.000255948103477178	Sig80
cd_PAX4_8.0	3.7517843505703e-05	Other
cd_prop_PAX4_8.0	1.70546634188027e-05	Other
cd_PAX4_10.0	4.45549013851232e-05	Other
cd_prop_PAX4_10.0	7.7754363880981e-05	Sig90
cd_PAX5_8.0	0.000342107451152684	Sig70
cd_prop_PAX5_8.0	0.000169881351023138	Sig90
cd_PAX5_10.0	0.000109528854525882	Sig90
cd_prop_PAX5_10.0	0.00022476010214907	Sig80
cd_PAX6_8.0	0.000412733210384005	Sig70
cd_prop_PAX6_8.0	0.00034641843292434	Sig70
cd_PAX6_10.0	0.000448630992873764	Sig70
cd_prop_PAX6_10.0	0.000197577866912432	Sig80
cd_PAX8_8.0	0.000493293107916769	Sig70
cd_prop_PAX8_8.0	0.000646038247327433	Sig60
cd_PAX8_10.0	2.56395890089894e-06	Other
cd_prop_PAX8_10.0	5.34846509570154e-06	Other
cd_PAX9_8.0	8.21255792318228e-05	Sig90
cd_prop_PAX9_8.0	8.00326876792371e-05	Sig90
cd_PAX9_10.0	0	Other
cd_prop_PAX9_10.0	0	Other
cd_PBX1_8.0	0.000335279535338605	Sig70
cd_prop_PBX1_8.0	0.000214602847487882	Sig80
cd_PBX1_10.0	0.000412589425517969	Sig70
cd_prop_PBX1_10.0	0.000144218251263756	Sig90
cd_PBX2_8.0	0.000103937338903499	Sig90
cd_prop_PBX2_8.0	0.000481908932819525	Sig70
cd_PBX2_10.0	0.000388576002861802	Sig70
cd_prop_PBX2_10.0	0.000560396962809646	Sig60
cd_PBX3_8.0	0.000625227628156593	Sig60
cd_prop_PBX3_8.0	0.000683855909871144	Sig60
cd_PBX3_10.0	0.00020686111190303	Sig80
cd_prop_PBX3_10.0	4.71818450879415e-05	Other
cd_PGR_8.0	0.000312244683625339	Sig70
cd_prop_PGR_8.0	0.000400826529186358	Sig70
cd_PGR_10.0	0.000208061418793388	Sig80
cd_prop_PGR_10.0	0.000247994764331183	Sig80
cd_PHOX2A_8.0	0.000283175226645589	Sig80
cd_prop_PHOX2A_8.0	0.000151740335042215	Sig90
cd_PHOX2A_10.0	0.000126761503337759	Sig90
cd_prop_PHOX2A_10.0	5.11584803951992e-05	Other
cd_PHOX2B_8.0	0.000347722966485907	Sig70
cd_prop_PHOX2B_8.0	0.000319385195380355	Sig70
cd_PHOX2B_10.0	0.000559873332632155	Sig60
cd_prop_PHOX2B_10.0	0.000486107691516461	Sig70
cd_PITX2_8.0	0.000182710866877102	Sig80
cd_prop_PITX2_8.0	0.000128641965118203	Sig90
cd_PITX2_10.0	0.000117813087048023	Sig90
cd_prop_PITX2_10.0	0.000139594145944081	Sig90
cd_PKNOX1_8.0	0.000515793486681877	Sig60
cd_prop_PKNOX1_8.0	0.000976283650326597	Sig50
cd_PKNOX1_10.0	0.000378778339468198	Sig70
cd_prop_PKNOX1_10.0	0.000583743159626005	Sig60
cd_PKNOX2_8.0	0.000160964202540869	Sig90
cd_prop_PKNOX2_8.0	2.53284866885635e-05	Other
cd_PKNOX2_10.0	4.30918059790104e-05	Other
cd_prop_PKNOX2_10.0	8.08786214944466e-05	Sig90
cd_PLAG1_8.0	0.000834884674909007	Sig50
cd_prop_PLAG1_8.0	0.000384403871954811	Sig70
cd_PLAG1_10.0	0.000860438849602672	Sig50
cd_prop_PLAG1_10.0	0.000520081788449183	Sig60
cd_PLAGL2_8.0	0.000793657793519012	Sig50
cd_prop_PLAGL2_8.0	0.000971069446198419	Sig50
cd_PLAGL2_10.0	0.000792392491364649	Sig50
cd_prop_PLAGL2_10.0	0.00139678308434429	Sig50
cd_POU1F1_8.0	0.000684463611431715	Sig60
cd_prop_POU1F1_8.0	0.000183722627179198	Sig80
cd_POU1F1_10.0	0.000833587331786253	Sig50
cd_prop_POU1F1_10.0	0.000762182541961132	Sig50
cd_POU2F1_8.0	0.000457297186048334	Sig70
cd_prop_POU2F1_8.0	0.00024133017525357	Sig80
cd_POU2F1_10.0	0.000823100401197148	Sig50
cd_prop_POU2F1_10.0	0.000306662144681482	Sig70
cd_POU2F1::SOX2_8.0	0.000506433161594152	Sig60
cd_prop_POU2F1::SOX2_8.0	0.00124325102386425	Sig50
cd_POU2F1::SOX2_10.0	7.01507121460299e-05	Other
cd_prop_POU2F1::SOX2_10.0	1.37945219865528e-05	Other
cd_POU2F2_8.0	0.000602988998180967	Sig60
cd_prop_POU2F2_8.0	0.00055508227869539	Sig60
cd_POU2F2_10.0	0.00109484347739246	Sig50
cd_prop_POU2F2_10.0	0.000510650370881719	Sig60
cd_POU2F3_8.0	0.000429666376043734	Sig70
cd_prop_POU2F3_8.0	4.06828113783117e-05	Other
cd_POU2F3_10.0	0.000313351586701022	Sig70
cd_prop_POU2F3_10.0	0.000326582898591861	Sig70
cd_POU3F1_8.0	0.000934716546147137	Sig50
cd_prop_POU3F1_8.0	0.00157406450445517	Sig50
cd_POU3F1_10.0	0.000964016932588322	Sig50
cd_prop_POU3F1_10.0	0.000563876626024952	Sig60
cd_POU3F2_8.0	0.00069852167436733	Sig60
cd_prop_POU3F2_8.0	0.000523446322835437	Sig60
cd_POU3F2_10.0	0.000575792533304018	Sig60
cd_prop_POU3F2_10.0	0.000807361973180834	Sig50
cd_POU3F3_8.0	0.000235622846272766	Sig80
cd_prop_POU3F3_8.0	0.000230369422032485	Sig80
cd_POU3F3_10.0	6.47543949331968e-05	Other
cd_prop_POU3F3_10.0	9.94755386826758e-05	Sig90
cd_POU3F4_8.0	0.000454524947282351	Sig70
cd_prop_POU3F4_8.0	0.000159074889338224	Sig90
cd_POU3F4_10.0	0.000888811599089792	Sig50
cd_prop_POU3F4_10.0	0.000484054644008439	Sig70
cd_POU4F1_8.0	0.000757229799774761	Sig60
cd_prop_POU4F1_8.0	0.000646129507405632	Sig60
cd_POU4F1_10.0	0.000564955839451759	Sig60
cd_prop_POU4F1_10.0	0.000766834290569051	Sig50
cd_POU4F2_8.0	0.000117949210291783	Sig90
cd_prop_POU4F2_8.0	3.61555441697533e-05	Other
cd_POU4F2_10.0	4.23813697299666e-05	Other
cd_prop_POU4F2_10.0	5.45621968940074e-05	Other
cd_POU4F3_8.0	0.000454729274813826	Sig70
cd_prop_POU4F3_8.0	0.000390087306592816	Sig70
cd_POU4F3_10.0	0.000632396815276212	Sig60
cd_prop_POU4F3_10.0	0.000966593025013905	Sig50
cd_POU5F1_8.0	2.62809690448831e-05	Other
cd_prop_POU5F1_8.0	3.04200646487244e-05	Other
cd_POU5F1_10.0	7.65627682811082e-05	Sig90
cd_prop_POU5F1_10.0	3.7706641350838e-05	Other
cd_POU5F1B_8.0	0.000353308350293165	Sig70
cd_prop_POU5F1B_8.0	0.000339659448840985	Sig70
cd_POU5F1B_10.0	0.00024353798669893	Sig80
cd_prop_POU5F1B_10.0	7.97095929263158e-05	Sig90
cd_POU6F1_8.0	0.00105331129890476	Sig50
cd_prop_POU6F1_8.0	0.00112058968643111	Sig50
cd_POU6F1_10.0	0.000967713114306564	Sig50
cd_prop_POU6F1_10.0	0.000724772101123927	Sig60
cd_POU6F2_8.0	0.000529933887426213	Sig60
cd_prop_POU6F2_8.0	0.000376942301425248	Sig70
cd_POU6F2_10.0	0.000520387868112229	Sig60
cd_prop_POU6F2_10.0	0.000679612651156606	Sig60
cd_PPARA::RXRA_8.0	0.000298901346102091	Sig80
cd_prop_PPARA::RXRA_8.0	0.000331157736814472	Sig70
cd_PPARA::RXRA_10.0	0.000245442185624596	Sig80
cd_prop_PPARA::RXRA_10.0	0.000296318082548021	Sig80
cd_PPARD_8.0	0.000228379003646044	Sig80
cd_prop_PPARD_8.0	0.000269784623265243	Sig80
cd_PPARD_10.0	0	Other
cd_prop_PPARD_10.0	0	Other
cd_PPARG_8.0	0.000833288165875322	Sig50
cd_prop_PPARG_8.0	0.00139030814216952	Sig50
cd_PPARG_10.0	0.000108357569614656	Sig90
cd_prop_PPARG_10.0	0.000134038047706622	Sig90
cd_PRDM1_8.0	0.000572716848438758	Sig60
cd_prop_PRDM1_8.0	0.000295894424680953	Sig80
cd_PRDM1_10.0	0.000641944428971696	Sig60
cd_prop_PRDM1_10.0	0.000182892187935799	Sig80
cd_PRDM9_8.0	0.000236862198151474	Sig80
cd_prop_PRDM9_8.0	0.000472384939983637	Sig70
cd_PRDM9_10.0	0.000502381841125471	Sig60
cd_prop_PRDM9_10.0	0.000296737243373233	Sig80
cd_PROP1_8.0	0.000310094523337495	Sig70
cd_prop_PROP1_8.0	0.000104776558652289	Sig90
cd_PROP1_10.0	1.80688738870158e-05	Other
cd_prop_PROP1_10.0	2.78787961523706e-05	Other
cd_PROX1_8.0	0.000379758807223995	Sig70
cd_prop_PROX1_8.0	0.000338660399047444	Sig70
cd_PROX1_10.0	1.10252773816053e-05	Other
cd_prop_PROX1_10.0	0.000103965469529591	Sig90
cd_PRRX2_8.0	0.000116081078658366	Sig90
cd_prop_PRRX2_8.0	0.000128214065096926	Sig90
cd_PRRX2_10.0	0.000206213395036927	Sig80
cd_prop_PRRX2_10.0	0.000231555816701767	Sig80
cd_RARA_8.0	0.000597767466666303	Sig60
cd_prop_RARA_8.0	0.000664963736210371	Sig60
cd_RARA_10.0	0.000603451722788601	Sig60
cd_prop_RARA_10.0	0.000639381558481426	Sig60
cd_RARA::RXRA_8.0	0.0005980819827986	Sig60
cd_prop_RARA::RXRA_8.0	0.000158887243652289	Sig90
cd_RARA::RXRA_10.0	0.00016922709101041	Sig90
cd_prop_RARA::RXRA_10.0	0.000863680547530027	Sig50
cd_RARA::RXRG_8.0	0.00107992247120219	Sig50
cd_prop_RARA::RXRG_8.0	0.0013650971900177	Sig50
cd_RARA::RXRG_10.0	0.000749866823771123	Sig60
cd_prop_RARA::RXRG_10.0	0.00197875129340623	Sig30
cd_RARB_8.0	0.000985153856089884	Sig50
cd_prop_RARB_8.0	0.000654985180979045	Sig60
cd_RARB_10.0	0.00120560169023247	Sig50
cd_prop_RARB_10.0	0.000682602540183511	Sig60
cd_RARG_8.0	0.00178030551632375	Sig30
cd_prop_RARG_8.0	0.00189315966860044	Sig30
cd_RARG_10.0	0.000870397159231911	Sig50
cd_prop_RARG_10.0	0.00124374343895579	Sig50
cd_REL_8.0	0.000568919542190368	Sig60
cd_prop_REL_8.0	0.000602053372654879	Sig60
cd_REL_10.0	0.000456169446356444	Sig70
cd_prop_REL_10.0	0.000839003038420262	Sig50
cd_RELA_8.0	0.000601581026236738	Sig60
cd_prop_RELA_8.0	0.000618403522987332	Sig60
cd_RELA_10.0	0.000675616017678816	Sig60
cd_prop_RELA_10.0	0.000611201935280542	Sig60
cd_RELB_8.0	0.000263424928248585	Sig80
cd_prop_RELB_8.0	0.000460108315999529	Sig70
